Month,Category,Region,Sales ($),Profit ($),Units Sold
Jan,Furniture,North,7979,1632,163
May,Clothing,South,1701,917,12
Apr,Electronics,West,8737,893,86
Dec,Sports,West,4786,938,175
Mar,Electronics,North,8262,722,151
Jun,Electronics,South,3471,2776,138
Feb,Sports,West,6014,196,101
Mar,Furniture,East,7659,2063,132
May,Clothing,North,5260,1405,127
Sep,Clothing,West,6545,1824,20
Feb,Electronics,South,4044,2966,177
Oct,Sports,South,4883,698,13
Aug,Cosmetics,South,3940,528,171
Feb,Furniture,South,6161,1666,193
Nov,Electronics,North,2820,1424,19
May,Clothing,West,7884,2690,90
Jul,Toys,North,3802,2514,80
Aug,Toys,North,3463,1952,112
Jan,Sports,South,4371,1867,150
Jun,Sports,East,8222,1168,31
Jan,Electronics,South,9527,1616,65
Feb,Cosmetics,East,5976,1439,131
Jan,Clothing,North,6067,2199,101
Nov,Electronics,South,8501,663,106
May,Cosmetics,South,3788,2646,150
Oct,Sports,North,5125,1076,10
Sep,Toys,South,4606,1441,47
Jun,Furniture,West,2540,1533,195
Nov,Toys,East,9766,2470,162
Nov,Clothing,East,1220,1714,51
Jan,Clothing,East,5922,1684,94
Jan,Toys,South,6613,1353,170
Feb,Toys,West,1753,1467,194
Sep,Cosmetics,South,8488,1494,46
Mar,Electronics,East,8206,655,194
Jan,Sports,South,8938,1370,107
May,Cosmetics,East,2961,318,71
Jul,Furniture,North,6958,633,140
Jun,Toys,East,4483,2789,39
Dec,Furniture,North,7635,2666,91
Jan,Furniture,North,9629,1595,32
May,Cosmetics,North,9670,1473,75
May,Sports,East,1782,143,198
Jun,Clothing,West,6103,164,11
Mar,Electronics,East,5167,345,164
May,Clothing,South,1219,1086,185
Jul,Sports,South,9029,1708,72
May,Clothing,West,8146,1824,14
May,Toys,West,1289,2305,138
May,Toys,West,1379,1598,159
Oct,Cosmetics,North,7886,1148,83
Oct,Furniture,West,2958,2972,118
Mar,Sports,West,9257,259,33
Jan,Sports,West,3183,2965,68
May,Clothing,East,4774,1104,187
Sep,Cosmetics,South,4919,2222,32
Jan,Clothing,South,7202,2285,155
Mar,Clothing,West,1777,2041,98
Apr,Sports,South,3566,578,31
Jan,Clothing,East,8404,2700,53
Jan,Furniture,South,1078,1426,53
Aug,Clothing,North,2581,486,46
Feb,Furniture,East,8967,571,16
Dec,Sports,South,8839,408,33
Aug,Cosmetics,South,3162,800,178
Jul,Toys,East,2485,2021,79
Oct,Furniture,South,6745,1952,80
Oct,Cosmetics,South,3620,2117,155
Feb,Cosmetics,West,1964,1178,81
Jun,Furniture,North,3673,885,69
Jun,Sports,East,6293,1578,189
Mar,Electronics,West,8259,2452,186
Nov,Cosmetics,South,2718,201,54
Feb,Cosmetics,East,2228,874,146
Dec,Sports,East,4778,1331,125
Jan,Sports,North,2840,1438,163
Jun,Clothing,North,1497,671,163
Dec,Sports,East,1536,247,39
May,Cosmetics,North,4305,1922,36
Nov,Furniture,North,8124,696,141
Sep,Electronics,South,2971,1077,188
Jan,Clothing,North,8587,1170,92
Jul,Furniture,North,4527,2646,107
May,Electronics,West,1299,254,79
May,Electronics,South,3386,329,88
Feb,Electronics,South,4963,257,147
Nov,Toys,East,5687,1022,127
Mar,Furniture,North,5171,2715,115
Jul,Clothing,West,4859,1274,45
Jun,Clothing,West,4695,2446,55
Dec,Electronics,South,8242,1346,113
Feb,Furniture,North,7131,865,143
Jun,Toys,West,4617,2712,117
Feb,Electronics,East,3700,566,113
Feb,Sports,North,2005,585,79
Feb,Clothing,North,2701,1675,98
Nov,Cosmetics,North,4302,543,12
Mar,Electronics,West,9995,1977,187
Feb,Sports,South,4366,1004,51
Apr,Clothing,South,4162,1901,119
Sep,Toys,East,9306,1025,191
Jun,Furniture,West,3137,2077,176
Jan,Clothing,North,5852,391,127
Aug,Furniture,East,1030,1333,64
Dec,Furniture,East,6948,1934,148
Jul,Toys,South,2805,851,123
Oct,Toys,North,7413,1334,39
Mar,Electronics,North,4569,762,117
Jan,Electronics,West,6310,1519,90
May,Clothing,West,1456,1684,193
Apr,Toys,West,1448,1019,166
Oct,Sports,East,1067,1008,26
Aug,Clothing,North,5089,223,42
Jan,Cosmetics,South,2862,167,111
Oct,Furniture,East,2802,574,30
Jan,Furniture,East,8554,457,120
Dec,Electronics,South,9319,1866,19
Apr,Sports,South,6895,1579,112
Aug,Toys,West,6515,1469,48
May,Toys,South,4738,2053,87
Feb,Electronics,South,1367,2668,184
Jun,Cosmetics,South,7201,2006,95
May,Clothing,South,3640,932,61
Feb,Clothing,West,5907,2771,50
Nov,Sports,East,1058,1453,184
Nov,Electronics,North,5256,2574,96
Nov,Electronics,North,9294,1108,97
Mar,Cosmetics,East,5941,542,180
Sep,Clothing,North,5507,700,46
Jul,Electronics,North,1785,2909,132
Jul,Toys,East,3446,1574,73
Nov,Sports,North,9628,586,197
Jun,Clothing,North,3365,2886,162
Aug,Cosmetics,East,5701,2795,128
Apr,Sports,North,8417,2152,159
Aug,Furniture,South,6566,731,180
Apr,Toys,East,9688,1854,133
Aug,Cosmetics,West,7383,1678,45
Sep,Sports,North,2489,1311,55
Mar,Electronics,West,3334,125,31
Mar,Furniture,North,8690,2309,44
Nov,Cosmetics,South,4389,2892,122
Feb,Electronics,East,1202,2680,184
Oct,Toys,West,1230,2557,42
Mar,Furniture,East,8047,1763,150
Mar,Clothing,West,3962,1196,65
May,Electronics,North,3327,1356,76
May,Sports,South,3784,1229,22
Feb,Cosmetics,West,1803,1000,59
Dec,Furniture,West,6766,108,194
Oct,Electronics,South,4723,149,37
Jun,Clothing,South,7396,1645,113
May,Cosmetics,South,1175,541,107
Jun,Cosmetics,South,6691,1901,105
Jan,Electronics,South,4532,1713,96
May,Clothing,East,5349,2183,97
Sep,Toys,North,2543,2265,161
Dec,Toys,North,6456,801,134
Oct,Furniture,West,4413,853,90
Feb,Electronics,South,8085,1928,16
Jan,Furniture,East,5179,1635,83
Oct,Toys,East,5807,329,92
Nov,Cosmetics,West,8386,659,33
Sep,Furniture,South,2940,1273,146
Oct,Clothing,North,1656,1978,123
Sep,Sports,South,3503,2355,24
Sep,Toys,East,1658,1184,122
Jun,Toys,South,8038,1240,193
Aug,Clothing,North,9102,338,131
Nov,Furniture,North,7025,2195,95
Jan,Electronics,West,7498,1571,154
Oct,Cosmetics,East,7348,2904,28
Apr,Sports,South,4041,1591,18
Jan,Electronics,South,3338,1416,73
Aug,Electronics,West,1110,2145,194
Jan,Clothing,West,6187,616,47
Mar,Furniture,West,2718,304,145
Apr,Toys,East,7516,2237,143
Aug,Toys,South,1125,2647,186
Jun,Clothing,West,9453,1231,111
Oct,Furniture,East,3934,1313,182
Dec,Clothing,South,6917,1884,158
Jul,Toys,North,2604,1482,102
Aug,Electronics,West,8590,1857,43
Feb,Cosmetics,East,3082,1779,149
Oct,Furniture,South,9846,106,48
Nov,Sports,South,6093,1985,105
Aug,Sports,West,8143,2469,15
Mar,Electronics,West,1284,2415,90
Jul,Clothing,South,6566,395,41
Mar,Clothing,East,9218,2717,197
Jul,Toys,North,3274,1510,145
Nov,Electronics,South,4972,363,175
Dec,Toys,East,5113,2237,156
Feb,Toys,West,7729,952,192
Oct,Sports,South,9348,2635,18
Jun,Toys,West,2289,1464,189
Mar,Toys,North,3511,1452,165
Mar,Sports,West,6720,500,71
Sep,Clothing,North,2155,456,185
Jul,Furniture,West,3788,2902,123
May,Cosmetics,West,6153,2646,176
Dec,Toys,North,7226,933,190
Oct,Furniture,West,3976,534,28
Jul,Sports,East,6251,218,42
Sep,Furniture,West,4499,1122,73
Jan,Cosmetics,South,3913,2495,35
Jul,Furniture,West,1203,2686,182
Jun,Furniture,East,2822,1636,10
Oct,Furniture,South,9633,1518,172
Dec,Furniture,East,7971,1802,86
Sep,Electronics,South,8425,629,112
Jan,Toys,West,6782,402,105
Apr,Sports,East,8926,2349,182
Sep,Cosmetics,West,7003,255,85
Apr,Sports,South,5175,113,42
Oct,Electronics,East,8786,2903,91
Mar,Electronics,North,3859,988,78
Sep,Electronics,East,3962,1296,92
Feb,Toys,West,2367,544,168
Apr,Electronics,North,6210,2269,115
Jun,Furniture,North,3909,2331,111
Feb,Sports,South,4405,1943,123
Aug,Clothing,North,5494,2818,152
Aug,Cosmetics,North,1820,148,55
Jan,Electronics,South,8702,280,129
Dec,Sports,East,8255,1517,57
Mar,Electronics,West,3662,2288,77
Oct,Toys,East,8104,629,92
Sep,Electronics,North,6372,1775,94
May,Electronics,West,5453,683,135
Jun,Electronics,East,4129,2618,177
Apr,Electronics,West,5616,1877,130
Oct,Cosmetics,North,9086,1386,138
Feb,Sports,East,2666,2290,29
Nov,Toys,West,8389,806,159
Aug,Electronics,West,4400,393,191
Nov,Electronics,East,3200,1661,74
Jun,Electronics,East,1983,1632,152
May,Electronics,North,7623,521,70
Sep,Furniture,South,9774,1694,88
Jan,Furniture,West,7051,2711,23
May,Clothing,East,5115,2564,78
Jun,Electronics,East,3640,760,131
May,Clothing,East,7371,2206,58
Jun,Cosmetics,West,4417,2405,143
Jun,Clothing,North,7587,2940,178
Jul,Sports,South,2883,2678,168
Apr,Furniture,West,5821,2313,125
Nov,Furniture,North,4822,2058,99
Aug,Electronics,West,9338,2151,98
Jul,Electronics,West,2716,2150,188
Sep,Cosmetics,East,6623,2565,196
Jul,Toys,North,3477,2509,192
Mar,Cosmetics,East,1368,468,126
Mar,Sports,East,3849,638,131
Aug,Electronics,North,3747,2493,186
May,Electronics,East,8562,830,177
Apr,Cosmetics,East,8139,996,24
Aug,Cosmetics,South,7704,1167,16
Jun,Cosmetics,North,2887,2871,199
Feb,Furniture,North,1059,663,63
Apr,Clothing,East,1544,2349,189
Dec,Clothing,East,4064,2468,188
Nov,Electronics,North,7446,563,13
Apr,Furniture,North,6803,1134,10
Jun,Cosmetics,West,2230,2780,114
Jun,Electronics,North,8542,2480,75
Jan,Furniture,West,1558,114,172
Aug,Sports,East,7063,1453,90
Jun,Toys,South,9861,2377,147
Mar,Furniture,South,9449,110,77
Sep,Electronics,West,2070,1756,111
Feb,Clothing,East,2050,1347,60
Nov,Cosmetics,East,5038,1860,39
Aug,Toys,East,6146,1760,48
Oct,Sports,North,5022,1863,147
Mar,Toys,East,9336,641,181
Dec,Toys,North,3634,1629,169
May,Furniture,West,8288,2669,181
Jun,Electronics,South,9992,1842,72
Oct,Electronics,West,2485,2914,70
Jun,Toys,East,3823,1280,74
Apr,Cosmetics,East,1672,2788,178
Mar,Electronics,West,5422,2717,90
Apr,Toys,North,2414,2552,21
Jan,Electronics,North,7115,1522,133
Apr,Cosmetics,North,4894,2854,11
Jan,Sports,South,4846,1028,82
Dec,Toys,South,3024,1526,85
Jan,Clothing,East,2357,1212,197
Oct,Clothing,West,8476,1989,34
Jun,Toys,West,9048,2740,127
May,Furniture,East,1568,2333,198
Nov,Sports,North,7490,994,117
Apr,Furniture,South,8469,2226,108
Nov,Clothing,West,2945,2292,31
Mar,Cosmetics,East,9538,2161,65
Jan,Toys,North,1407,1754,158
Jun,Electronics,North,5228,101,64
Feb,Clothing,South,9805,2663,49
Aug,Sports,South,8131,2903,188
Oct,Clothing,East,9297,2213,159
May,Sports,East,3218,2393,165
Jul,Sports,North,8711,1725,130
Oct,Toys,North,5357,1813,13
Dec,Sports,West,1493,671,35
Feb,Furniture,North,4868,535,121
Aug,Cosmetics,East,5385,2500,122
Feb,Clothing,South,6433,1811,197
Apr,Cosmetics,East,7228,2826,32
Jan,Electronics,West,2438,482,178
May,Clothing,West,2352,1833,67
Sep,Cosmetics,South,9236,1183,17
Jan,Cosmetics,East,5910,2049,125
Sep,Toys,West,3380,2617,60
Nov,Toys,East,5560,1534,198
Aug,Electronics,West,1199,1206,10
Jun,Sports,South,5424,173,129
Jul,Clothing,West,8847,1434,39
Mar,Toys,East,5797,2173,26
Jan,Clothing,East,7800,1500,160
May,Electronics,West,8526,934,111
Dec,Toys,North,7020,2775,131
Dec,Toys,South,3768,1303,161
Feb,Sports,South,3407,873,95
May,Clothing,West,6497,2413,78
Aug,Clothing,West,4791,2697,98
Nov,Clothing,North,4293,1503,189
Sep,Sports,South,3846,176,80
Feb,Toys,North,8842,1172,67
Dec,Electronics,South,7508,1503,159
Mar,Clothing,West,4311,2594,68
Mar,Cosmetics,South,1126,2653,181
Jan,Sports,South,6606,1832,46
Aug,Furniture,South,8694,969,171
Jun,Electronics,North,4319,2446,109
Dec,Cosmetics,North,9673,2881,122
Aug,Clothing,South,6431,1183,194
Nov,Furniture,East,5378,1480,194
Sep,Electronics,North,8169,2304,177
May,Sports,West,3121,2489,29
Dec,Furniture,West,4135,1073,26
Mar,Toys,South,7490,1325,189
May,Furniture,West,7140,1902,13
May,Cosmetics,North,1238,1890,59
May,Electronics,East,2420,1658,91
Mar,Cosmetics,East,1340,1288,59
Nov,Cosmetics,East,8520,1151,25
Oct,Clothing,West,5987,413,81
Apr,Sports,South,5075,1688,70
Sep,Furniture,West,6412,1407,53
Oct,Electronics,South,9924,1421,155
Sep,Toys,East,4478,2622,59
Feb,Sports,North,9353,2123,89
Aug,Sports,West,8670,2744,39
Aug,Electronics,North,3495,1472,58
Jul,Sports,East,8862,735,107
Aug,Clothing,South,9052,2592,158
Mar,Sports,North,9323,1330,159
Jun,Clothing,West,2857,516,184
Jan,Furniture,North,9863,538,34
Jul,Furniture,North,1504,264,65
Jan,Cosmetics,West,8467,1682,165
Sep,Clothing,South,3156,2567,170
Jan,Toys,West,9484,1087,13
Jan,Furniture,East,5923,2629,21
Jul,Sports,South,6554,616,154
Feb,Electronics,North,6738,181,45
May,Electronics,West,3795,218,25
Aug,Clothing,East,7900,1760,160
Aug,Toys,West,3160,1426,130
Mar,Cosmetics,South,8333,127,146
Jul,Sports,East,8671,2124,87
Mar,Clothing,North,7221,2928,64
Jun,Electronics,South,9910,597,82
Jun,Clothing,East,4267,2684,73
Mar,Sports,South,5497,2666,184
Jul,Toys,North,7976,293,99
Mar,Toys,East,9255,691,147
Aug,Furniture,West,3699,2589,98
Oct,Sports,West,6544,1957,13
Apr,Furniture,North,1372,1159,39
Jan,Furniture,East,5027,2405,148
Apr,Furniture,North,9497,212,60
Jul,Clothing,North,3514,1417,156
Nov,Electronics,South,1931,1837,150
Apr,Toys,West,8471,2161,194
Jun,Clothing,North,2990,1790,140
Sep,Electronics,South,4656,2287,121
Jan,Toys,North,7790,1494,87
May,Sports,North,9553,1550,175
Nov,Toys,North,6383,2844,36
Jul,Toys,West,1715,1465,97
Jan,Toys,East,9734,2336,147
Apr,Cosmetics,West,2547,2229,127
Jun,Sports,South,8992,1057,190
Feb,Clothing,East,1651,1228,164
Oct,Clothing,South,2050,2528,16
May,Electronics,North,5742,2869,124
Nov,Clothing,East,6044,2476,101
Oct,Furniture,South,6056,2219,99
Jan,Toys,North,9994,1796,91
Jun,Clothing,South,8261,232,22
Jun,Electronics,South,2680,669,81
Apr,Electronics,West,4522,2608,100
Aug,Furniture,North,3057,224,197
Apr,Electronics,West,3721,1134,151
Aug,Cosmetics,East,5821,2174,114
Aug,Toys,North,3563,306,53
May,Toys,West,1202,411,93
Apr,Toys,West,1941,2529,37
Dec,Sports,East,1588,1885,32
Feb,Clothing,South,9762,1438,21
Nov,Cosmetics,South,9387,395,161
Mar,Clothing,South,9609,501,60
Mar,Cosmetics,East,2642,1558,117
Apr,Clothing,West,2365,1696,159
Apr,Furniture,North,8556,221,71
Oct,Electronics,East,1008,850,35
Nov,Electronics,South,1531,205,67
Nov,Furniture,South,2035,2938,152
May,Cosmetics,North,2617,1159,77
Apr,Sports,East,7722,1673,15
Nov,Cosmetics,South,4716,171,120
Oct,Electronics,East,7075,667,139
Aug,Sports,West,2076,1344,168
Jun,Clothing,East,8603,175,33
Jun,Sports,West,5015,2869,44
Aug,Cosmetics,North,8129,1109,56
Jul,Furniture,West,3962,2375,40
Oct,Clothing,West,5840,552,98
Nov,Cosmetics,North,1912,865,85
Dec,Clothing,South,5149,586,127
Oct,Sports,North,5070,2815,139
Aug,Electronics,East,6699,1597,113
Feb,Cosmetics,North,6922,929,68
Sep,Furniture,East,9535,2938,105
Jan,Sports,South,6280,2040,72
Aug,Cosmetics,East,9894,1070,154
Dec,Furniture,North,2898,589,63
Nov,Cosmetics,North,7555,2523,134
Dec,Sports,South,9390,2378,158
Dec,Cosmetics,North,4232,2035,31
Apr,Clothing,South,3822,2849,134
Apr,Sports,South,5484,574,106
May,Cosmetics,North,9665,1203,125
Aug,Electronics,West,6500,1809,192
May,Cosmetics,East,2654,1699,38
Aug,Clothing,West,1591,1295,158
Oct,Furniture,South,2848,325,11
Jan,Furniture,East,6191,2290,51
Dec,Furniture,West,4041,807,61
Oct,Electronics,North,1167,1814,47
Sep,Clothing,West,5379,153,140
Jun,Sports,East,8661,2343,162
Mar,Furniture,East,7967,1852,86
Aug,Clothing,East,8283,2992,199
Sep,Cosmetics,East,5010,2445,152
Jun,Electronics,West,5986,1553,114
Nov,Clothing,North,4848,2684,19
Jul,Clothing,North,3181,678,129
Jan,Sports,East,1832,1798,136
May,Clothing,North,2021,599,123
May,Sports,West,4492,2771,78
Oct,Electronics,North,1288,2988,118
Apr,Electronics,South,8816,305,53
Jun,Cosmetics,North,2076,2041,178
Jul,Sports,East,2371,1260,29
Sep,Sports,North,2074,2555,116
Jan,Furniture,North,5934,378,174
Jun,Furniture,North,1039,1568,176
Jul,Cosmetics,North,5274,776,128
Mar,Electronics,South,1182,1040,118
Aug,Toys,West,6496,2418,17
May,Furniture,East,9688,540,52
Sep,Clothing,East,9788,1351,147
May,Electronics,North,3508,2274,50
Sep,Toys,West,9876,1393,141
Oct,Clothing,North,9072,1943,141
Apr,Sports,South,1318,1883,33
Sep,Electronics,West,3403,1975,30
May,Cosmetics,West,1728,2634,147
Oct,Sports,West,2287,647,55
Sep,Sports,West,5001,1085,130
Mar,Clothing,North,6606,2919,53
Apr,Sports,South,9752,2166,109
Sep,Furniture,West,2375,524,42
Oct,Electronics,East,1024,2205,103
Nov,Furniture,East,2154,2570,45
Jun,Clothing,South,2459,1898,162
Feb,Toys,East,6107,2991,22
Jul,Clothing,North,5706,1783,176
Feb,Electronics,North,3156,2048,175
Nov,Sports,South,6979,165,167
Feb,Cosmetics,West,8943,914,23
Nov,Clothing,East,7042,1274,59
Jan,Electronics,East,9911,1909,77
Nov,Cosmetics,South,8486,536,10
Nov,Sports,South,2105,889,198
Dec,Toys,East,4769,2120,12
Nov,Clothing,West,3479,334,187
Mar,Toys,South,5731,1838,198
Jun,Electronics,North,4172,774,173
Aug,Toys,East,9185,2245,141
Sep,Toys,South,8068,1132,180
Jul,Electronics,South,7557,1026,23
Apr,Electronics,South,4330,860,98
Jun,Clothing,East,7022,2574,112
May,Toys,North,3058,326,134
Aug,Cosmetics,North,6690,1876,76
Jan,Electronics,East,6771,2164,16
Jan,Sports,South,2870,2710,17
Nov,Toys,East,4621,2375,53
Jun,Electronics,East,4991,805,144
Oct,Cosmetics,South,9316,1915,57
Dec,Clothing,East,9503,1361,71
Feb,Toys,West,1774,1510,34
May,Electronics,North,9885,768,127
Jan,Electronics,West,6278,2401,122
Jul,Sports,West,2376,1945,155
Jan,Sports,West,6939,1437,131
Apr,Toys,East,3846,1424,13
Sep,Electronics,South,7817,217,154
Jan,Toys,East,8430,1968,56
Apr,Electronics,North,2716,2197,127
Jun,Sports,East,7780,1913,54
Jun,Cosmetics,East,4331,1687,98
Dec,Furniture,East,2378,642,195
Aug,Furniture,East,5584,2474,12
Jan,Electronics,West,8381,1626,149
Jul,Sports,South,5275,1369,154
Jan,Clothing,North,6538,701,127
Jul,Clothing,North,8310,2249,31
Mar,Furniture,North,1231,487,48
Nov,Cosmetics,East,6422,1702,48
Aug,Furniture,North,5426,1827,116
Mar,Electronics,West,1247,2796,109
Jan,Cosmetics,South,5378,438,25
Aug,Clothing,East,4741,2331,188
Mar,Sports,East,1062,155,127
Feb,Sports,West,5223,1405,38
Jan,Electronics,North,2551,2719,80
Mar,Furniture,East,7306,1251,178
Feb,Electronics,East,4005,816,194
Feb,Sports,West,4322,1849,165
Jun,Clothing,West,8997,1762,86
Dec,Sports,North,9486,2363,158
Jan,Cosmetics,South,1882,413,141
Feb,Toys,South,1393,2380,135
Jun,Sports,North,3739,2892,108
Mar,Sports,South,5167,2722,125
Apr,Toys,West,5413,987,24
Jan,Cosmetics,West,5690,346,190
Aug,Furniture,West,5474,2589,99
Jul,Sports,South,5231,2022,183
Jul,Electronics,South,3777,2282,144
Mar,Sports,East,2401,1125,155
Oct,Electronics,East,9086,260,98
Oct,Cosmetics,East,1905,2287,158
Mar,Sports,South,1529,2451,125
Feb,Cosmetics,East,9011,1583,145
Dec,Cosmetics,West,8078,1837,196
Jan,Furniture,South,5618,224,29
Jul,Sports,North,4721,2008,91
Jul,Electronics,South,9578,1470,126
Dec,Electronics,East,3621,1717,76
Feb,Sports,South,7726,2077,192
Jul,Toys,East,1572,2554,71
Aug,Furniture,East,1643,263,27
Jan,Furniture,North,5071,961,100
Sep,Furniture,North,9071,2387,119
Jul,Electronics,West,8013,1336,65
Mar,Cosmetics,East,6605,2296,94
Aug,Toys,South,6682,2731,159
Jul,Furniture,North,1554,1306,17
Nov,Electronics,North,4393,604,148
Aug,Electronics,East,5568,624,116
Jun,Cosmetics,South,4459,1503,21
Sep,Sports,North,2121,1867,185
May,Sports,North,6530,2922,112
Mar,Furniture,South,6109,800,72
Mar,Furniture,North,1055,1117,36
Jan,Toys,South,9849,149,44
Dec,Cosmetics,East,9451,794,139
Aug,Furniture,North,5736,125,145
Feb,Cosmetics,East,3609,2797,29
Mar,Electronics,South,4909,110,17
Aug,Furniture,East,1403,907,77
Aug,Electronics,East,1794,1225,168
Nov,Clothing,East,2561,2158,169
Apr,Cosmetics,West,8423,2919,150
Apr,Clothing,South,7795,2917,95
May,Furniture,South,6492,1072,35
Jun,Electronics,South,5999,2554,90
May,Furniture,South,7198,1168,166
Jul,Clothing,South,6197,941,129
Feb,Furniture,North,4562,2864,27
Jul,Toys,North,2694,458,78
Oct,Sports,North,1855,2701,149
Jul,Clothing,East,5755,384,139
Jan,Furniture,East,4621,2547,179
Jul,Electronics,South,5206,1574,144
May,Furniture,West,2038,1735,56
Mar,Electronics,South,5596,2535,132
Mar,Sports,North,5513,2931,63
Apr,Furniture,South,5370,524,24
Dec,Sports,East,8661,1129,195
Feb,Clothing,South,6316,2019,170
Feb,Electronics,North,4447,2588,185
Jan,Toys,South,6850,455,75
May,Clothing,East,8230,2912,90
Apr,Electronics,West,4432,653,45
Nov,Sports,North,8116,1986,26
Oct,Cosmetics,South,6229,367,11
Feb,Furniture,East,3241,2015,42
Mar,Sports,North,8818,1340,102
Jul,Electronics,North,7998,163,133
Jul,Electronics,East,5894,2589,143
Dec,Electronics,South,7444,2688,180
Apr,Electronics,South,4015,1398,109
May,Furniture,South,7815,569,97
May,Clothing,North,5864,2119,20
Jun,Toys,West,5234,1936,14
Sep,Cosmetics,North,5956,2123,39
Feb,Furniture,South,3339,1689,147
May,Electronics,North,9526,977,100
Dec,Furniture,West,7842,1317,100
Mar,Sports,North,2858,2859,161
Apr,Toys,East,2207,2160,196
Oct,Electronics,South,1924,321,131
Jun,Cosmetics,South,3945,1828,127
Dec,Electronics,South,6381,1519,70
Aug,Toys,North,6429,980,111
Jan,Cosmetics,North,5439,938,35
Oct,Toys,North,8591,851,118
Aug,Cosmetics,South,6892,369,121
Nov,Clothing,North,6945,1734,48
Jul,Clothing,South,8691,831,12
Jan,Furniture,North,5027,2991,47
Feb,Furniture,South,5295,715,51
Mar,Cosmetics,East,8479,1531,57
Jan,Electronics,North,5661,2212,22
Sep,Sports,South,3398,2175,98
Aug,Sports,East,1027,1412,97
Feb,Electronics,East,2898,2002,65
Sep,Electronics,West,8300,2384,196
Jul,Clothing,North,3427,483,72
Sep,Sports,South,2625,2473,89
Jun,Cosmetics,West,3036,184,52
Jun,Toys,North,4355,2896,84
Nov,Furniture,East,8046,345,66
Apr,Toys,North,4720,2535,158
Oct,Clothing,South,5902,2413,191
Oct,Sports,East,6236,2908,190
Feb,Electronics,West,9280,903,182
Jul,Sports,North,9313,2375,173
May,Cosmetics,North,5961,339,72
Nov,Clothing,West,1032,1196,135
Jun,Electronics,North,5698,487,134
Feb,Toys,North,9887,2525,10
May,Cosmetics,North,4841,2359,101
Oct,Toys,East,9716,2942,128
Apr,Furniture,East,6444,775,170
Sep,Clothing,South,7177,2796,41
Jun,Cosmetics,North,9438,270,195
